OrderID,OrderDate,CustomerID,CustomerName,Region,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Sales,Profit
100828,2025-06-18,CUST0073,Customer_73,West,P272,Jacket,Apparel,8,262.65,0.15,1786.02,582.5
100829,2025-06-02,CUST0051,Customer_51,West,P566,Filing Cabinet,Furniture,4,87.37,0.1,314.53,58.25
100830,2025-12-24,CUST0073,Customer_73,South,P381,Laptop Stand,Electronics,12,425.99,0,5111.88,1168.65
100831,2025-05-30,CUST0009,Customer_9,East,P566,Filing Cabinet,Furniture,7,446.64,0.1,2813.83,999.51
100832,2025-06-16,CUST0053,Customer_53,North,P620,Hoodie,Apparel,5,99.66,0,498.3,166.66
100833,2025-08-25,CUST0049,Customer_49,South,P361,Whiteboard,Stationery,4,183.33,0,733.32,284.05
100834,2025-09-06,CUST0060,Customer_60,South,P928,Wireless Mouse,Electronics,9,298.4,0.15,2282.76,167.84
100835,2025-03-24,CUST0022,Customer_22,West,P361,Webcam,Electronics,2,86.34,0,172.68,54.62
100836,2025-01-06,CUST0035,Customer_35,Central,P566,Filing Cabinet,Furniture,6,86.65,0.15,441.92,151.5
100837,2025-11-22,CUST0067,Customer_67,North,P381,Laptop Stand,Electronics,12,144.28,0,1731.36,520.18
100838,2025-05-08,CUST0048,Customer_48,East,P519,Standing Desk,Furniture,2,15.09,0,30.18,6.12
100839,2025-02-02,CUST0029,Customer_29,East,P283,USB-C Hub,Electronics,12,81.83,0.05,932.86,266.97
100840,2025-11-16,CUST0027,Customer_27,south,P272,Jacket,Apparel,2,110.72,0,221.44,79.91
100841,2025-01-07,CUST0050,Customer_50,Central,P566,Filing Cabinet,Furniture,4,37.18,0.2,118.98,26.83
100842,2025-04-22,CUST0053,Customer_53,Central,P139,Marker Pack,Stationery,8,442.53,0,3540.24,962.48
100843,2025-11-04,CUST0042,Customer_42,East,P620,Hoodie,Apparel,6,85.5,0.2,410.4,14.88
100844,2025-02-04,CUST0043,Customer_43,South,P361,Webcam,Electronics,10,206.42,0.1,1857.78,391.89
100845,2025-01-07,CUST0030,Customer_30,South,P361,Webcam,Electronics,2,144.51,0.15,245.67,55.75
100846,2025-07-11,CUST0064,Customer_64,Central,P865,Pen Set,Stationery,3,174.08,0.15,443.9,151.72
100847,2025-06-18,CUST0018,Customer_18,West,P597,Sticky Notes,Stationery,11,355.84,0,3914.24,1251.7
100848,2025-01-13,CUST0030,Customer_30,South,P597,Sticky Notes,Stationery,4,98.97,0,395.88,88.42
100849,2025-04-24,CUST0078,Customer_78,West,P858,Socks Pack,Apparel,6,89.13,0.15,454.56,159.62
100850,2025-11-21,CUST0019,Customer_19,South,P519,Standing Desk,Furniture,2,84.76,0.1,152.57,24.11
100851,2025-08-28,CUST0040,Customer_40,East,P519,Standing Desk,Furniture,4,195.42,0.1,703.51,224.93
100852,2025-04-14,CUST0035,Customer_35,West,P884,T-Shirt,Apparel,6,184.02,0,1104.12,366.92
100853,2025-03-21,CUST0062,Customer_62,East,P381,Laptop Stand,Electronics,7,385.49,0.2,2158.74,63.1
100854,2025-03-31,CUST0033,Customer_33,West,P272,Jacket,Apparel,5,208.49,0.05,990.33,270.48
100855,2025-08-29,CUST0026,Customer_26,East,P519,Standing Desk,Furniture,1,13.67,0.1,12.3,2.29
100856,2025-07-22,CUST0048,Customer_48,North,P272,Jacket,Apparel,5,291.34,0.1,1311.03,483.9
100857,2025-10-17,CUST0021,Customer_21,Central,P566,Filing Cabinet,Furniture,5,348.9,0.2,1395.6,121.14
100858,2025-07-08,CUST0008,Customer_8,East,P272,Jacket,Apparel,12,117.08,0.05,1334.71,549.86
100859,2025-12-24,CUST0019,Customer_19,Central,P139,Marker Pack,Stationery,8,425.37,0,3402.96,1315.0
100860,2025-03-24,CUST0002,Customer_2,Central,P928,Wireless Mouse,Electronics,11,322.53,0.05,3370.44,1066.42
100861,2025-04-07,CUST0055,Customer_55,West,P566,Filing Cabinet,Furniture,5,313.79,0.1,1412.06,169.58
100862,2025-02-15,CUST0014,Customer_14,east,P865,Pen Set,Stationery,5,338.94,0.15,1440.49,339.79
100863,2025-09-09,CUST0001,Customer_1,West,P928,Wireless Mouse,Electronics,12,192.69,0.05,2196.67,546.56
100864,2025-12-27,CUST0018,Customer_18,South,P566,Filing Cabinet,Furniture,3,230.16,0,690.48,232.92
100865,2025-04-04,CUST0025,Customer_25,South,P361,Whiteboard,Stationery,8,285.06,0.1,2052.43,735.91
100866,2025-03-05,CUST0036,Customer_36,north,P932,Bluetooth Speaker,Electronics,1,266.86,0.05,253.52,74.38
100867,2025-01-04,CUST0075,Customer_75,Central,P928,Wireless Mouse,Electronics,4,238.87,0,955.48,340.23
100868,2025-09-06,CUST0061,Customer_61,East,P139,Marker Pack,Stationery,7,156.76,0.15,932.72,85.0
100869,2025-12-07,CUST0052,Customer_52,north,P858,Socks Pack,Apparel,1,439.08,0.2,351.26,73.51
100870,2025-07-25,CUST0018,Customer_18,South,P361,Webcam,Electronics,2,392.1,0,784.2,166.43
100871,2025-12-04,CUST0061,Customer_61,East,P620,Hoodie,Apparel,1,443.89,0.2,355.11,75.22
100872,2025-06-16,CUST0057,Customer_57,East,P471,Desk Lamp,Furniture,8,184.87,0.1,1331.06,224.07
100873,2025-09-01,CUST0013,Customer_13,Central,P915,Cap,Apparel,10,94.22,0,942.2,219.09
100874,2025-01-17,CUST0017,Customer_17,West,P884,T-Shirt,Apparel,5,375.9,0.1,1691.55,193.96
100875,2025-03-01,CUST0062,Customer_62,North,P519,Standing Desk,Furniture,4,83.33,0.15,283.32,41.67
100876,2025-03-24,CUST0042,Customer_42,North,P915,Cap,Apparel,4,325.88,0.15,1107.99,235.84
100877,2025-11-21,CUST0063,Customer_63,North,P932,Bluetooth Speaker,Electronics,4,419.85,0.2,1343.52,31.97
100878,2025-07-15,CUST0072,Customer_72,North,P620,Hoodie,Apparel,4,122.52,0,490.08,209.79
100879,2025-04-07,CUST0015,Customer_15,East,P865,Pen Set,Stationery,6,429.7,0.1,2320.38,427.39
100880,2025-07-18,CUST0055,Customer_55,Central,P597,Sticky Notes,Stationery,11,420.79,0,4628.69,1481.47
100881,2025-01-05,CUST0069,Customer_69,West,P915,Cap,Apparel,3,368.74,0,1106.22,266.26
100882,2025-05-26,CUST0019,Customer_19,Central,P361,Webcam,Electronics,6,144.53,0.15,737.1,233.38
100883,2025-09-11,CUST0038,Customer_38,South,P884,T-Shirt,Apparel,6,75.49,0.15,385.0,112.03
100884,2025-04-02,CUST0063,Customer_63,Central,P915,Cap,Apparel,11,411.27,0,4523.97,914.9
100885,2025-08-31,CUST0045,Customer_45,South,P272,Jacket,Apparel,2,241.31,0,482.62,183.11
100886,2025-02-19,CUST0017,Customer_17,South,P139,Marker Pack,Stationery,1,383.62,0.15,326.08,85.93
100887,2025-09-05,CUST0038,Customer_38,North,P519,Standing Desk,Furniture,4,363.53,0,1454.12,387.04
100888,2025-02-22,CUST0019,Customer_19,West,P272,Jacket,Apparel,11,380.01,0,4180.11,1780.68
100889,2025-09-21,CUST0044,Customer_44,South,P620,Hoodie,Apparel,11,327.37,0,3601.07,1589.88
100890,2025-11-02,CUST0023,Customer_23,West,P884,T-Shirt,Apparel,8,390.28,0.15,2653.9,638.42
100891,2025-02-12,CUST0016,Customer_16,West,P858,Socks Pack,Apparel,4,18.18,0.1,65.45,7.5
100892,2025-10-31,CUST0024,Customer_24,North,P272,Jacket,Apparel,11,318.61,0,3504.71,1076.45
100893,2025-10-03,CUST0024,Customer_24,Central,P884,T-Shirt,Apparel,7,253.78,0.1,1598.81,273.8
100894,2025-10-27,CUST0069,Customer_69,south,P283,USB-C Hub,Electronics,11,404.74,0,4452.14,1044.02
100895,2025-06-10,CUST0016,Customer_16,East,P283,USB-C Hub,Electronics,10,99.15,0,991.5,424.41
100896,2025-03-05,CUST0065,Customer_65,East,P597,Sticky Notes,Stationery,9,83.85,0.15,641.45,226.38
100897,2025-05-31,CUST0069,Customer_69,East,P620,Hoodie,Apparel,10,224.78,0,2247.8,717.8
100898,2025-12-19,CUST0013,Customer_13,South,P283,USB-C Hub,Electronics,1,91.13,0,91.13,21.5
100899,2025-04-21,CUST0076,Customer_76,East,P597,Sticky Notes,Stationery,3,330.26,0.05,941.24,377.89
100900,2025-03-25,CUST0052,Customer_52,South,P884,T-Shirt,Apparel,5,307.02,0.15,1304.83,405.55
100901,2025-11-21,CUST0025,Customer_25,West,P139,Marker Pack,Stationery,11,294.31,0.1,2913.67,643.48
100902,2025-08-11,CUST0049,Customer_49,Central,P361,Webcam,Electronics,4,42.27,0,169.08,53.62
100903,2025-02-15,CUST0047,Customer_47,North,P597,Sticky Notes,Stationery,3,392.03,0,1176.09,448.78
100904,2025-07-13,CUST0014,Customer_14,West,P283,USB-C Hub,Electronics,9,329.92,0,2969.28,899.08
100905,2025-10-20,CUST0037,Customer_37,West,P139,Marker Pack,Stationery,2,404.28,0,808.56,299.57
100906,2025-12-14,CUST0069,Customer_69,South,P272,Jacket,Apparel,10,64.39,0,643.9,179.22
100907,2025-10-18,CUST0035,Customer_35,West,P932,Bluetooth Speaker,Electronics,12,351.67,0.15,3587.03,623.82
100908,2025-08-28,CUST0065,Customer_65,South,P597,Sticky Notes,Stationery,7,238.1,0.15,1416.69,132.75
100909,2025-06-06,CUST0053,Customer_53,North,P033,Notebook Pack,Stationery,11,43.13,0.15,403.27,113.86
100910,2025-05-27,CUST0071,Customer_71,West,P884,T-Shirt,Apparel,7,307.25,0.15,1828.14,571.87
100911,2025-09-30,CUST0016,Customer_16,West,P884,T-Shirt,Apparel,10,92.06,0.2,736.48,58.48
100912,2025-05-06,CUST0068,Customer_68,Central,P361,Webcam,Electronics,8,434.37,0.15,2953.72,234.4
100913,2025-07-07,CUST0018,Customer_18,North,P033,Notebook Pack,Stationery,7,227.01,0,1589.07,566.79
100914,2025-10-04,CUST0016,Customer_16,Central,P597,Sticky Notes,Stationery,8,137.75,0,1102.0,495.28
100915,2025-11-26,CUST0066,Customer_66,Central,P381,Laptop Stand,Electronics,10,382.97,0,3829.7,1382.77
100916,2025-02-24,CUST0001,Customer_1,South,P865,Pen Set,Stationery,7,164.7,0,1152.9,394.64
100917,2025-03-20,CUST0053,Customer_53,West,P381,Laptop Stand,Electronics,1,76.79,0.15,65.27,18.23
100918,2025-08-08,CUST0024,Customer_24,East,P033,Notebook Pack,Stationery,8,-298.08,0.05,2265.41,857.38
100919,2025-12-30,CUST0026,Customer_26,East,P283,USB-C Hub,Electronics,5,25.79,0.05,122.5,38.0
100920,2025-04-12,CUST0062,Customer_62,South,P033,Notebook Pack,Stationery,7,224.17,0.05,1490.73,313.91
100921,2025-07-24,CUST0065,Customer_65,South,P620,Hoodie,Apparel,2,431.29,0.2,690.06,211.08
100922,2025-12-17,CUST0031,Customer_31,West,P932,Bluetooth Speaker,Electronics,7,439.59,0.15,2615.56,916.96
100923,2025-08-08,CUST0032,Customer_32,East,P471,Desk Lamp,Furniture,3,118.26,0.2,283.82,78.49
100924,2025-08-08,CUST0026,Customer_26,Central,P884,T-Shirt,Apparel,12,330.86,0.1,3573.29,1209.77
100925,2025-03-03,CUST0017,Customer_17,Central,P884,T-Shirt,Apparel,5,445.76,0,2228.8,765.42
100926,2025-07-14,CUST0053,Customer_53,West,P865,Pen Set,Stationery,4,156.59,0.05,595.04,240.94
100927,2025-05-18,CUST0047,Customer_47,South,P597,Sticky Notes,Stationery,12,192.79,0,2313.48,523.36
100928,2025-06-14,CUST0028,Customer_28,East,P361,Whiteboard,Stationery,5,409.55,0,2047.75,700.89
100929,2025-06-05,CUST0015,Customer_15,East,P928,Wireless Mouse,Electronics,11,251.88,0.2,2216.54,602.41
100930,2025-10-29,CUST0068,Customer_68,North,P865,Pen Set,Stationery,11,129.97,0.1,1286.7,363.12
100931,2025-03-03,CUST0006,Customer_6,Central,P519,Standing Desk,Furniture,12,205.03,0,2460.36,1061.1
100932,2025-08-31,CUST0026,Customer_26,Central,P826,Office Chair,Furniture,3,92.73,0.1,250.37,47.88
100933,2025-08-18,CUST0016,Customer_16,South,P884,T-Shirt,Apparel,8,193.2,0.1,1391.04,235.36
100934,2025-03-08,CUST0038,Customer_38,West,P361,Webcam,Electronics,1,359.12,0.15,305.25,90.66
100935,2025-09-20,CUST0010,Customer_10,Central,P566,Filing Cabinet,Furniture,9,177.79,0.2,1280.09,243.92
100936,2025-03-23,CUST0074,Customer_74,Central,P471,Desk Lamp,Furniture,12,11.92,0.2,114.43,17.42
100937,2025-06-05,CUST0029,Customer_29,South,P597,Sticky Notes,Stationery,9,60.64,0,545.76,239.37
100938,2025-05-23,CUST0018,Customer_18,north,P033,Notebook Pack,Stationery,11,441.17,0.2,3882.3,958.48
100939,2025-11-06,CUST0048,Customer_48,West,P033,Notebook Pack,Stationery,12,398.72,0,4784.64,1289.37
100940,2025-01-30,CUST0002,Customer_2,North,P865,Pen Set,Stationery,12,434.63,0,5215.56,2013.22
100941,2025-10-26,CUST0014,Customer_14,West,P915,Cap,Apparel,11,288.36,0.1,2854.76,946.7
100942,2025-10-25,CUST0051,Customer_51,West,P566,Filing Cabinet,Furniture,4,330.58,0.05,1256.2,407.06
100943,2025-04-05,CUST0023,Customer_23,North,P471,Desk Lamp,Furniture,8,424.96,0,3399.68,979.48
100944,2025-07-21,CUST0078,Customer_78,West,P826,Office Chair,Furniture,3,39.85,0,119.55,40.2
100945,2025-01-07,CUST0078,Customer_78,North,P381,Laptop Stand,Electronics,7,17.16,0.2,96.1,29.63
100946,2025-05-18,CUST0019,Customer_19,North,P928,Wireless Mouse,Electronics,2,247.73,0.2,396.37,81.95
100947,2025-10-16,CUST0057,Customer_57,East,P497,Bookshelf,Furniture,6,219.68,0,1318.08,574.72
100948,2025-01-23,CUST0014,Customer_14,South,P033,Notebook Pack,Stationery,9,399.81,0.05,3418.38,1311.73
100949,2025-03-17,CUST0046,Customer_46,North,P865,Pen Set,Stationery,11,178.06,0.15,1664.86,184.71
100950,2025-04-25,CUST0014,Customer_14,North,P597,Sticky Notes,Stationery,2,280.14,0,560.28,201.63
100951,2025-04-02,CUST0055,Customer_55,East,P139,Marker Pack,Stationery,3,308.31,0,924.93,209.7
100952,2025-02-23,CUST0035,Customer_35,North,P915,Cap,Apparel,5,366.34,0.15,1556.94,183.77
100953,2025-12-02,CUST0019,Customer_19,West,P865,Pen Set,Stationery,7,205.44,0.2,1150.46,77.1
100954,2025-08-07,CUST0036,Customer_36,East,P826,Office Chair,Furniture,6,447.69,0,2686.14,693.34
100955,2025-12-22,CUST0053,Customer_53,West,P865,Pen Set,Stationery,11,415.35,0.05,4340.41,1349.34
100956,2025-10-02,CUST0030,Customer_30,South,P884,T-Shirt,Apparel,10,324.0,0.1,2916.0,665.92
100957,2025-01-02,CUST0027,Customer_27,North,P932,Bluetooth Speaker,Electronics,9,217.48,0,1957.32,430.17
100958,2025-03-13,CUST0038,Customer_38,South,P620,Hoodie,Apparel,9,437.54,0.05,3740.97,1336.42
100959,2025-12-23,CUST0019,Customer_19,North,P884,T-Shirt,Apparel,12,434.49,0,5213.88,2275.75
100960,2025-11-01,CUST0021,Customer_21,Central,P283,USB-C Hub,Electronics,6,70.44,0,422.64,182.05
100961,2025-04-04,CUST0061,Customer_61,East,P471,Desk Lamp,Furniture,12,427.35,0.05,4871.79,1523.69
100962,2025-01-07,CUST0037,Customer_37,South,P283,USB-C Hub,Electronics,1,397.47,0,397.47,118.83
100963,2025-08-05,CUST0059,Customer_59,South,P139,Marker Pack,Stationery,9,143.27,0,1289.43,443.67
100964,2025-07-13,CUST0017,Customer_17,Central,P566,Filing Cabinet,Furniture,10,32.75,0.05,311.12,115.96
100965,2025-12-21,CUST0060,Customer_60,North,P915,Cap,Apparel,11,291.72,0.2,2567.14,497.01
100966,2025-04-10,CUST0035,Customer_35,North,P928,Wireless Mouse,Electronics,2,168.31,0.2,269.3,12.91
100967,2025-02-24,CUST0009,Customer_9,South,P471,Desk Lamp,Furniture,1,342.38,0,342.38,138.0
100968,2025-05-18,CUST0011,Customer_11,east,P361,Webcam,Electronics,8,28.19,0,225.52,96.23
100969,2025-05-25,CUST0051,Customer_51,North,P497,Bookshelf,Furniture,7,328.75,0,2301.25,631.32
100970,2025-09-15,CUST0013,Customer_13,North,P826,Office Chair,Furniture,10,359.86,0.05,3418.67,911.92
100971,2025-08-26,CUST0011,Customer_11,South,P283,USB-C Hub,Electronics,4,364.9,0.15,1240.66,386.48
100972,2025-11-08,CUST0067,Customer_67,West,P361,Whiteboard,Stationery,3,157.85,0,473.55,139.29
100973,2025-12-16,CUST0050,Customer_50,West,P519,Standing Desk,Furniture,10,276.24,0,2762.4,851.58
100974,2025-06-08,CUST0071,Customer_71,South,P381,Laptop Stand,Electronics,2,209.03,0,418.06,90.5
100975,2025-06-30,CUST0012,Customer_12,East,P283,USB-C Hub,Electronics,12,349.2,0,4190.4,852.6
100976,2025-03-13,CUST0016,Customer_16,Central,P884,T-Shirt,Apparel,6,387.68,0.05,2209.78,692.57
100977,2025-07-07,CUST0066,Customer_66,North,P597,Sticky Notes,Stationery,2,309.53,0.1,557.15,147.01
100978,2025-05-06,CUST0072,Customer_72,North,P283,USB-C Hub,Electronics,2,136.47,0,272.94,83.92
100979,2025-12-09,CUST0012,Customer_12,North,P361,Whiteboard,Stationery,8,291.98,0.2,1868.67,312.5
100980,2025-07-23,CUST0056,Customer_56,West,P566,Filing Cabinet,Furniture,6,36.5,0,219.0,44.0
100981,2025-02-28,CUST0036,Customer_36,South,P884,T-Shirt,Apparel,9,76.84,0.05,656.98,251.46
100982,2025-11-04,CUST0049,Customer_49,North,P932,Bluetooth Speaker,Electronics,7,440.52,0,3083.64,1345.95
100983,2025-05-19,CUST0033,Customer_33,West,P826,Office Chair,Furniture,3,38.61,0.05,110.04,43.97
100984,2025-12-09,CUST0034,Customer_34,East,P826,Office Chair,Furniture,2,403.57,0.05,766.78,253.84
100985,2025-08-03,CUST0062,Customer_62,Central,P858,Socks Pack,Apparel,12,-354.46,0.15,3615.49,811.59
100986,2025-11-02,CUST0026,Customer_26,east,P361,Webcam,Electronics,10,71.92,0.15,611.32,38.41
100987,2025-03-17,CUST0064,Customer_64,West,P033,Notebook Pack,Stationery,11,187.62,0.1,1857.44,349.67
100988,2025-11-21,CUST0058,Customer_58,Central,P928,Wireless Mouse,Electronics,4,337.6,0,1350.4,465.83
100989,2025-04-21,CUST0045,Customer_45,east,P519,Standing Desk,Furniture,11,262.96,0,2892.56,1033.9
100990,2025-09-15,CUST0016,Customer_16,West,P272,Jacket,Apparel,7,189.39,0,1325.73,322.09
100991,2025-02-28,CUST0023,Customer_23,West,P272,Jacket,Apparel,6,86.19,0.1,465.43,159.97
100992,2025-12-19,CUST0056,Customer_56,North,P139,Marker Pack,Stationery,2,447.95,0.2,716.72,36.46
100993,2025-07-30,CUST0014,Customer_14,North,P858,Socks Pack,Apparel,9,52.07,0.05,445.2,128.48
100994,2025-04-19,CUST0029,Customer_29,North,P858,Socks Pack,Apparel,7,58.61,0.2,328.22,54.41
100995,2025-08-26,CUST0053,Customer_53,East,P884,T-Shirt,Apparel,6,353.73,0.1,1910.14,592.35
100996,2025-08-01,CUST0031,Customer_31,Central,P381,Laptop Stand,Electronics,1,14.86,0,14.86,3.75
100997,2025-06-21,CUST0022,Customer_22,West,P620,Hoodie,Apparel,9,438.28,0,3944.52,1167.31
100998,2025-10-23,CUST0055,Customer_55,West,P566,Filing Cabinet,Furniture,12,84.78,0,1017.36,326.25
100999,2025-03-06,CUST0065,Customer_65,Central,P361,Webcam,Electronics,7,380.62,0.15,2264.69,188.73
101000,2025-02-17,CUST0012,Customer_12,Central,P381,Laptop Stand,Electronics,1,285.97,0.1,257.37,89.14
101001,2025-02-10,CUST0074,Customer_74,East,P884,T-Shirt,Apparel,12,332.5,0.05,3790.5,963.12
101002,2025-04-24,CUST0039,Customer_39,East,P471,Desk Lamp,Furniture,4,329.03,0.2,1052.9,70.4
101003,2025-03-15,CUST0003,Customer_3,East,P928,Wireless Mouse,Electronics,8,417.82,0,3342.56,1414.67
101004,2025-02-09,CUST0064,Customer_64,North,P865,Pen Set,Stationery,7,52.5,0.2,294.0,89.86
101005,2025-04-18,CUST0054,Customer_54,east,P915,Cap,Apparel,11,409.47,0.2,3603.34,944.64
101006,2025-10-18,CUST0078,Customer_78,Central,P928,Wireless Mouse,Electronics,6,447.23,0.05,2549.21,405.92
101007,2025-05-11,CUST0016,Customer_16,South,P471,Desk Lamp,Furniture,1,244.89,0.1,220.4,54.38
101008,2025-04-22,CUST0004,Customer_4,East,P865,Pen Set,Stationery,4,44.88,0.15,152.59,11.67
101009,2025-02-17,CUST0045,Customer_45,West,P361,Whiteboard,Stationery,12,365.58,0.05,4167.61,1192.53
101010,2025-04-12,CUST0036,Customer_36,South,P884,T-Shirt,Apparel,10,358.57,0.1,3227.13,975.68
101011,2025-08-17,CUST0055,Customer_55,Central,P597,Sticky Notes,Stationery,10,55.54,0.05,527.63,162.55
101012,2025-02-02,CUST0058,Customer_58,Central,P826,Office Chair,Furniture,9,119.85,0.05,1024.72,352.32
101013,2025-04-03,CUST0042,Customer_42,East,P620,Hoodie,Apparel,6,116.43,0,698.58,199.63
101014,2025-01-05,CUST0041,Customer_41,South,P932,Bluetooth Speaker,Electronics,4,213.7,0.2,683.84,144.98
101015,2025-11-05,CUST0028,Customer_28,North,P826,Office Chair,Furniture,9,130.9,0.1,1060.29,133.63
101016,2025-12-16,CUST0056,Customer_56,North,P597,Sticky Notes,Stationery,4,95.13,0.2,304.42,48.15
101017,2025-03-05,CUST0058,Customer_58,east,P471,Desk Lamp,Furniture,6,269.3,0,1615.8,494.27
101018,2025-10-22,CUST0001,Customer_1,Central,P915,Cap,Apparel,3,380.01,0.05,1083.03,445.47
101019,2025-11-27,CUST0003,Customer_3,East,P381,Laptop Stand,Electronics,2,374.79,0.05,712.1,164.3
101020,2025-02-10,CUST0072,Customer_72,West,P361,Whiteboard,Stationery,10,28.81,0,288.1,79.48
101021,2025-03-04,CUST0048,Customer_48,East,P928,Wireless Mouse,Electronics,4,29.14,0,116.56,48.41
101022,2025-04-26,CUST0022,Customer_22,Central,P283,USB-C Hub,Electronics,12,406.81,0,4881.72,1200.72
101023,2025-01-27,CUST0034,Customer_34,Central,P928,Wireless Mouse,Electronics,1,426.64,0,426.64,163.86
101024,2025-12-24,CUST0022,Customer_22,Central,P471,Desk Lamp,Furniture,8,61.0,0,488.0,114.45
101025,2025-07-31,CUST0058,Customer_58,East,P361,Webcam,Electronics,9,114.31,0.05,977.35,241.44
101026,2025-04-26,CUST0012,Customer_12,South,P597,Sticky Notes,Stationery,12,44.6,0.1,481.68,75.52
101027,2025-04-16,CUST0010,Customer_10,West,P381,Laptop Stand,Electronics,1,101.91,0.15,86.62,25.06
101028,2025-04-17,CUST0076,Customer_76,North,P597,Sticky Notes,Stationery,12,208.68,0,2504.16,596.11
101029,2025-07-06,CUST0050,Customer_50,East,P858,Socks Pack,Apparel,9,97.74,0.05,835.68,310.53
101030,2025-10-23,CUST0014,Customer_14,West,P566,Filing Cabinet,Furniture,2,337.3,0,674.6,300.77
101031,2025-12-05,CUST0068,Customer_68,West,P915,Cap,Apparel,5,60.3,0.1,271.35,99.19
101032,2025-08-09,CUST0066,Customer_66,West,P033,Notebook Pack,Stationery,8,128.48,0,1027.84,449.9
101033,2025-05-31,CUST0025,Customer_25,West,P620,Hoodie,Apparel,10,129.96,0.1,1169.64,294.48
101034,2025-05-08,CUST0015,Customer_15,North,P826,Office Chair,Furniture,1,403.62,0.1,363.26,114.41
101035,2025-11-14,CUST0052,Customer_52,East,P272,Jacket,Apparel,2,105.19,0.2,168.3,6.33
101036,2025-04-15,CUST0045,Customer_45,Central,P139,Marker Pack,Stationery,5,332.38,0,1661.9,670.96
101037,2025-12-19,CUST0031,Customer_31,West,P497,Bookshelf,Furniture,11,38.7,0,425.7,156.22
101038,2025-08-31,CUST0055,Customer_55,North,P033,Notebook Pack,Stationery,3,438.67,0,1316.01,536.04
101039,2025-10-26,CUST0001,Customer_1,East,P620,Hoodie,Apparel,8,56.35,0.2,360.64,110.74
101040,2025-03-27,CUST0019,Customer_19,East,P928,Wireless Mouse,Electronics,5,363.32,0,1816.6,611.91
101041,2025-09-07,CUST0033,Customer_33,Central,P361,Whiteboard,Stationery,1,373.87,0,373.87,101.86
101042,2025-11-02,CUST0062,Customer_62,West,P932,Bluetooth Speaker,Electronics,11,237.53,0.15,2220.91,770.31
101043,2025-03-14,CUST0046,Customer_46,East,P884,T-Shirt,Apparel,4,263.29,0.15,895.19,59.69
101044,2025-07-13,CUST0014,Customer_14,East,P139,Marker Pack,Stationery,8,444.4,0.1,3199.68,1088.82
101045,2025-08-02,CUST0036,Customer_36,Central,P865,Pen Set,Stationery,1,264.15,0.15,224.53,56.58
101046,2025-10-18,CUST0045,Customer_45,South,P033,Notebook Pack,Stationery,1,228.53,0.15,194.25,60.15
101047,2025-10-13,CUST0021,Customer_21,North,P361,Whiteboard,Stationery,5,36.56,0,182.8,81.55
101048,2025-03-05,CUST0007,Customer_7,North,P915,Cap,Apparel,1,198.2,0.15,168.47,18.13
101049,2025-05-26,CUST0065,Customer_65,Central,P826,Office Chair,Furniture,12,127.64,0.15,1301.93,384.18
101050,2025-01-17,CUST0061,Customer_61,North,P865,Pen Set,Stationery,11,289.57,0.05,3026.01,956.29
101051,2025-11-02,CUST0040,Customer_40,South,P471,Desk Lamp,Furniture,7,308.08,0,2156.56,536.78
101052,2025-03-11,CUST0054,Customer_54,West,P497,Bookshelf,Furniture,5,45.83,0.1,206.23,27.09
101053,2025-08-12,CUST0013,Customer_13,East,P471,Desk Lamp,Furniture,8,314.81,0.1,2266.63,292.85
101054,2025-08-04,CUST0053,Customer_53,South,P884,T-Shirt,Apparel,9,19.68,0.2,141.7,25.65
101055,2025-05-05,CUST0075,Customer_75,North,P865,Pen Set,Stationery,10,248.13,0.1,2233.17,323.93
101056,2025-07-26,CUST0001,Customer_1,North,P858,Socks Pack,Apparel,8,378.93,0,3031.44,1322.7
101057,2025-05-29,CUST0073,Customer_73,North,P915,Cap,Apparel,1,61.68,0.1,55.51,11.19
101058,2025-10-15,CUST0064,Customer_64,East,P519,Standing Desk,Furniture,11,290.73,0,3198.03,1198.55
101059,2025-09-06,CUST0080,Customer_80,Central,P826,Office Chair,Furniture,2,8.02,0.1,14.44,2.09
101060,2025-08-31,CUST0004,Customer_4,South,P272,Jacket,Apparel,1,417.31,0,417.31,145.58
101061,2025-10-07,CUST0034,Customer_34,South,P858,Socks Pack,Apparel,2,199.1,0.15,338.47,117.3
101062,2025-03-29,CUST0066,Customer_66,Central,P566,Filing Cabinet,Furniture,8,136.2,0.15,926.16,299.63
101063,2025-07-20,CUST0050,Customer_50,West,P381,Laptop Stand,Electronics,7,367.56,0,2572.92,1139.82
101064,2025-10-25,CUST0039,Customer_39,West,P361,Webcam,Electronics,8,26.84,0,214.72,44.94
101065,2025-01-05,CUST0021,Customer_21,Central,P139,Marker Pack,Stationery,9,101.16,0.15,773.87,153.62
101066,2025-06-30,CUST0073,Customer_73,East,P361,Whiteboard,Stationery,12,387.53,0,4650.36,1769.07
101067,2025-11-27,CUST0062,Customer_62,Central,P272,Jacket,Apparel,10,299.27,0.1,2693.43,517.36
101068,2025-03-08,CUST0042,Customer_42,South,P139,Marker Pack,Stationery,10,374.81,0,3748.1,1644.55
101069,2025-09-13,CUST0061,Customer_61,South,P865,Pen Set,Stationery,12,359.66,0,4315.92,971.3
101070,2025-08-04,CUST0009,Customer_9,West,P361,Webcam,Electronics,5,58.6,0.2,234.4,18.32
